country,iso,year,age_group,sex,education,score
Republic of Korea,410,2005,20-24,Female,Lower secondary,269.7083099
Republic of Korea,410,2005,25-29,Female,Lower secondary,278.7271896
Republic of Korea,410,2005,30-34,Female,Lower secondary,248.0086197
Republic of Korea,410,2005,35-39,Female,Lower secondary,246.5611534
Republic of Korea,410,2005,40-44,Female,Lower secondary,247.9529837
Republic of Korea,410,2005,45-49,Female,Lower secondary,244.8598756
Republic of Korea,410,2005,50-54,Female,Lower secondary,244.5799733
Republic of Korea,410,2005,55-59,Female,Lower secondary,241.6280934
Republic of Korea,410,2005,60-64,Female,Lower secondary,239.16
Russian Federation,643,2005,15-19,Female,Lower secondary,284.8589363
Russian Federation,643,2005,20-24,Female,Lower secondary,269.39698
Russian Federation,643,2005,25-29,Female,Lower secondary,264.0078767
Russian Federation,643,2005,30-34,Female,Lower secondary,295.1413854
Russian Federation,643,2005,35-39,Female,Lower secondary,279.6896418
Russian Federation,643,2005,40-44,Female,Lower secondary,258.8343514
Russian Federation,643,2005,45-49,Female,Lower secondary,300.0912723
Russian Federation,643,2005,50-54,Female,Lower secondary,282.2753146
Russian Federation,643,2005,55-59,Female,Lower secondary,278.8684827
Russian Federation,643,2005,60-64,Female,Lower secondary,276.02
Singapore,702,2005,15-19,Female,Lower secondary,213.8073392
Singapore,702,2005,20-24,Female,Lower secondary,248.8277358
Singapore,702,2005,25-29,Female,Lower secondary,245.1916532
Singapore,702,2005,30-34,Female,Lower secondary,207.760649
Singapore,702,2005,35-39,Female,Lower secondary,221.3942555
Singapore,702,2005,40-44,Female,Lower secondary,207.0138986
Singapore,702,2005,45-49,Female,Lower secondary,227.057851
Singapore,702,2005,50-54,Female,Lower secondary,199.3271559
Singapore,702,2005,55-59,Female,Lower secondary,196.9214404
Singapore,702,2005,60-64,Female,Lower secondary,194.91
Slovakia,703,2005,15-19,Female,Lower secondary,250.8285602
Slovakia,703,2005,20-24,Female,Lower secondary,247.7219779
Slovakia,703,2005,25-29,Female,Lower secondary,254.9693316
Slovakia,703,2005,30-34,Female,Lower secondary,230.1310327
Slovakia,703,2005,35-39,Female,Lower secondary,253.8713411
Slovakia,703,2005,40-44,Female,Lower secondary,245.5623802
Slovakia,703,2005,45-49,Female,Lower secondary,254.0480173
Slovakia,703,2005,50-54,Female,Lower secondary,252.751047
Slovakia,703,2005,55-59,Female,Lower secondary,249.7005489
Slovakia,703,2005,60-64,Female,Lower secondary,247.15
Slovenia,705,2005,15-19,Female,Lower secondary,239.9745124
Slovenia,705,2005,20-24,Female,Lower secondary,235.8484998
Slovenia,705,2005,25-29,Female,Lower secondary,226.9350592
Slovenia,705,2005,30-34,Female,Lower secondary,231.6494316
Slovenia,705,2005,35-39,Female,Lower secondary,230.3691394
Slovenia,705,2005,40-44,Female,Lower secondary,217.6582668
Slovenia,705,2005,45-49,Female,Lower secondary,218.3311672
Slovenia,705,2005,50-54,Female,Lower secondary,223.6869776
Slovenia,705,2005,55-59,Female,Lower secondary,220.987259
Slovenia,705,2005,60-64,Female,Lower secondary,218.73
Spain,724,2005,15-19,Female,Lower secondary,255.9619374
Spain,724,2005,20-24,Female,Lower secondary,254.9362431
Spain,724,2005,25-29,Female,Lower secondary,248.9084381
Spain,724,2005,30-34,Female,Lower secondary,252.9902161
Spain,724,2005,35-39,Female,Lower secondary,251.2657296
Spain,724,2005,40-44,Female,Lower secondary,239.6167844
Spain,724,2005,45-49,Female,Lower secondary,233.1388421
Spain,724,2005,50-54,Female,Lower secondary,235.1305715
Spain,724,2005,55-59,Female,Lower secondary,232.292738
Spain,724,2005,60-64,Female,Lower secondary,229.92
Sweden,752,2005,15-19,Female,Lower secondary,298.4428097
Sweden,752,2005,20-24,Female,Lower secondary,254.3135833
Sweden,752,2005,25-29,Female,Lower secondary,239.1413187
Sweden,752,2005,30-34,Female,Lower secondary,260.6134105
Sweden,752,2005,35-39,Female,Lower secondary,261.2539068
Sweden,752,2005,40-44,Female,Lower secondary,256.4643565
Sweden,752,2005,45-49,Female,Lower secondary,246.9825824
Sweden,752,2005,50-54,Female,Lower secondary,241.6551585
Sweden,752,2005,55-59,Female,Lower secondary,238.7385786
Sweden,752,2005,60-64,Female,Lower secondary,236.3
Turkey,792,2005,15-19,Female,Lower secondary,245.3797847
Turkey,792,2005,20-24,Female,Lower secondary,249.6973124
Turkey,792,2005,25-29,Female,Lower secondary,232.2884966
Turkey,792,2005,30-34,Female,Lower secondary,230.0478328
Turkey,792,2005,35-39,Female,Lower secondary,244.02792
Turkey,792,2005,40-44,Female,Lower secondary,229.8585882
Turkey,792,2005,45-49,Female,Lower secondary,249.2796179
Turkey,792,2005,50-54,Female,Lower secondary,246.7889244
Turkey,792,2005,55-59,Female,Lower secondary,243.8103842
Turkey,792,2005,60-64,Female,Lower secondary,241.32
Ukraine,804,2005,15-19,Female,Lower secondary,216.772442
Ukraine,804,2005,20-24,Female,Lower secondary,261.7495054
Ukraine,804,2005,25-29,Female,Lower secondary,218.3291626
Ukraine,804,2005,30-34,Female,Lower secondary,277.8778458
Ukraine,804,2005,35-39,Female,Lower secondary,271.8659909
Ukraine,804,2005,40-44,Female,Lower secondary,268.9964078
Ukraine,804,2005,45-49,Female,Lower secondary,202.9359985
Ukraine,804,2005,50-54,Female,Lower secondary,241.8072798
Ukraine,804,2005,55-59,Female,Lower secondary,238.888864
Ukraine,804,2005,60-64,Female,Lower secondary,236.4487503
United Kingdom of Great Britain and Northern Ireland,826,2005,15-19,Female,Lower secondary,263.357481
United Kingdom of Great Britain and Northern Ireland,826,2005,20-24,Female,Lower secondary,285.3284823
United Kingdom of Great Britain and Northern Ireland,826,2005,25-29,Female,Lower secondary,255.8668507
United Kingdom of Great Britain and Northern Ireland,826,2005,30-34,Female,Lower secondary,268.0078052
United Kingdom of Great Britain and Northern Ireland,826,2005,35-39,Female,Lower secondary,259.5581914
United Kingdom of Great Britain and Northern Ireland,826,2005,40-44,Female,Lower secondary,256.8868339
United Kingdom of Great Britain and Northern Ireland,826,2005,45-49,Female,Lower secondary,259.5342403
United Kingdom of Great Britain and Northern Ireland,826,2005,50-54,Female,Lower secondary,267.1603623
United Kingdom of Great Britain and Northern Ireland,826,2005,55-59,Female,Lower secondary,263.9359555
United Kingdom of Great Britain and Northern Ireland,826,2005,60-64,Female,Lower secondary,261.24
United States of America,840,2005,15-19,Female,Lower secondary,239.1153243
United States of America,840,2005,20-24,Female,Lower secondary,244.8555958
United States of America,840,2005,25-29,Female,Lower secondary,221.15926
United States of America,840,2005,30-34,Female,Lower secondary,215.1342436
United States of America,840,2005,35-39,Female,Lower secondary,210.8684124
United States of America,840,2005,40-44,Female,Lower secondary,218.0498312
United States of America,840,2005,45-49,Female,Lower secondary,200.5906703
United States of America,840,2005,50-54,Female,Lower secondary,220.1587919
United States of America,840,2005,55-59,Female,Lower secondary,217.5016555
United States of America,840,2005,60-64,Female,Lower secondary,215.28
Viet Nam,704,2005,15-19,Female,Lower secondary,181.9485119
Viet Nam,704,2005,20-24,Female,Lower secondary,189.6908134
Viet Nam,704,2005,25-29,Female,Lower secondary,184.4042813
Viet Nam,704,2005,30-34,Female,Lower secondary,173.375137
Viet Nam,704,2005,35-39,Female,Lower secondary,175.8169317
Viet Nam,704,2005,40-44,Female,Lower secondary,174.6598864
Viet Nam,704,2005,45-49,Female,Lower secondary,167.8858118
Viet Nam,704,2005,50-54,Female,Lower secondary,181.6552521
Viet Nam,704,2005,55-59,Female,Lower secondary,179.462822
Viet Nam,704,2005,60-64,Female,Lower secondary,177.6297115
Armenia,51,2005,15-19,Male,Upper secondary,244.0547909
Armenia,51,2005,20-24,Male,Upper secondary,245.5581785
Armenia,51,2005,25-29,Male,Upper secondary,248.5333304
Armenia,51,2005,30-34,Male,Upper secondary,249.7265906
Armenia,51,2005,35-39,Male,Upper secondary,249.3812418
Armenia,51,2005,40-44,Male,Upper secondary,249.1217409
Armenia,51,2005,45-49,Male,Upper secondary,243.5946787
Armenia,51,2005,50-54,Male,Upper secondary,252.9254749
Armenia,51,2005,55-59,Male,Upper secondary,249.6912702
Armenia,51,2005,60-64,Male,Upper secondary,246.4392036
Austria,40,2005,15-19,Male,Upper secondary,276.8856375
Austria,40,2005,20-24,Male,Upper secondary,268.1494727
Austria,40,2005,25-29,Male,Upper secondary,271.5782963
Austria,40,2005,30-34,Male,Upper secondary,271.3655204
Austria,40,2005,35-39,Male,Upper secondary,268.9884874
Austria,40,2005,40-44,Male,Upper secondary,266.4102703
Austria,40,2005,45-49,Male,Upper secondary,258.5724776
Austria,40,2005,50-54,Male,Upper secondary,251.9615514
Austria,40,2005,55-59,Male,Upper secondary,248.7396726
Austria,40,2005,60-64,Male,Upper secondary,245.5
Belgium,56,2005,15-19,Male,Upper secondary,277.5687436
Belgium,56,2005,20-24,Male,Upper secondary,275.0855739
Belgium,56,2005,25-29,Male,Upper secondary,269.4853809
Belgium,56,2005,30-34,Male,Upper secondary,274.2304947
Belgium,56,2005,35-39,Male,Upper secondary,269.7703422
Belgium,56,2005,40-44,Male,Upper secondary,271.2501947
Belgium,56,2005,45-49,Male,Upper secondary,260.6017831
Belgium,56,2005,50-54,Male,Upper secondary,259.0739488
Belgium,56,2005,55-59,Male,Upper secondary,255.7611224
Belgium,56,2005,60-64,Male,Upper secondary,252.43
Bolivia (Plurinational State of),68,2005,15-19,Male,Upper secondary,160.2276044
Bolivia (Plurinational State of),68,2005,20-24,Male,Upper secondary,143.7376904
Bolivia (Plurinational State of),68,2005,25-29,Male,Upper secondary,172.7786055
Bolivia (Plurinational State of),68,2005,30-34,Male,Upper secondary,138.5556911
Bolivia (Plurinational State of),68,2005,35-39,Male,Upper secondary,138.4085902
Bolivia (Plurinational State of),68,2005,40-44,Male,Upper secondary,156.0225618
Bolivia (Plurinational State of),68,2005,45-49,Male,Upper secondary,95.8387757
Bolivia (Plurinational State of),68,2005,50-54,Male,Upper secondary,161.4331491
Bolivia (Plurinational State of),68,2005,55-59,Male,Upper secondary,159.3688737
Bolivia (Plurinational State of),68,2005,60-64,Male,Upper secondary,157.2931976
Canada,124,2005,15-19,Male,Upper secondary,274.776919
Canada,124,2005,20-24,Male,Upper secondary,266.7463302
Canada,124,2005,25-29,Male,Upper secondary,271.2979057
Canada,124,2005,30-34,Male,Upper secondary,258.826214
Canada,124,2005,35-39,Male,Upper secondary,261.1293244
Canada,124,2005,40-44,Male,Upper secondary,269.1467677
Canada,124,2005,45-49,Male,Upper secondary,263.6457415
Canada,124,2005,50-54,Male,Upper secondary,268.3416181
Canada,124,2005,55-59,Male,Upper secondary,264.9102843
Canada,124,2005,60-64,Male,Upper secondary,261.46
Chile,152,2005,15-19,Male,Upper secondary,232.1372436
Chile,152,2005,20-24,Male,Upper secondary,239.5492506
Chile,152,2005,25-29,Male,Upper secondary,228.257953
Chile,152,2005,30-34,Male,Upper secondary,225.6469874
Chile,152,2005,35-39,Male,Upper secondary,223.3870644
Chile,152,2005,40-44,Male,Upper secondary,211.4658962
Chile,152,2005,45-49,Male,Upper secondary,214.7066801
Chile,152,2005,50-54,Male,Upper secondary,215.2295599
Chile,152,2005,55-59,Male,Upper secondary,212.4773798
Chile,152,2005,60-64,Male,Upper secondary,209.71
Colombia,170,2005,15-19,Male,Upper secondary,205.7497098
Colombia,170,2005,20-24,Male,Upper secondary,199.4340823
Colombia,170,2005,25-29,Male,Upper secondary,208.4521165
Colombia,170,2005,30-34,Male,Upper secondary,193.4249378
Colombia,170,2005,35-39,Male,Upper secondary,212.0893828
Colombia,170,2005,40-44,Male,Upper secondary,185.394865
Colombia,170,2005,45-49,Male,Upper secondary,197.7999582
Colombia,170,2005,50-54,Male,Upper secondary,101.1765729
Colombia,170,2005,55-59,Male,Upper secondary,99.88280935
Colombia,170,2005,60-64,Male,Upper secondary,98.58190066
Cyprus,196,2005,15-19,Male,Upper secondary,261.6593035
Cyprus,196,2005,20-24,Male,Upper secondary,263.9599481
Cyprus,196,2005,25-29,Male,Upper secondary,262.0350029
Cyprus,196,2005,30-34,Male,Upper secondary,270.306287
Cyprus,196,2005,35-39,Male,Upper secondary,273.9436187
Cyprus,196,2005,40-44,Male,Upper secondary,272.8124488
Cyprus,196,2005,45-49,Male,Upper secondary,274.3457164
Cyprus,196,2005,50-54,Male,Upper secondary,265.2216054
Cyprus,196,2005,55-59,Male,Upper secondary,261.8301678
Cyprus,196,2005,60-64,Male,Upper secondary,258.42
Czech Republic,203,2005,15-19,Male,Upper secondary,277.964747
Czech Republic,203,2005,20-24,Male,Upper secondary,278.2700105
Czech Republic,203,2005,25-29,Male,Upper secondary,274.7326902
Czech Republic,203,2005,30-34,Male,Upper secondary,271.3856963
Czech Republic,203,2005,35-39,Male,Upper secondary,276.6648793
Czech Republic,203,2005,40-44,Male,Upper secondary,261.9277243
Czech Republic,203,2005,45-49,Male,Upper secondary,264.3836708
Czech Republic,203,2005,50-54,Male,Upper secondary,266.7097693
Czech Republic,203,2005,55-59,Male,Upper secondary,263.2993023
Czech Republic,203,2005,60-64,Male,Upper secondary,259.87
Denmark,208,2005,15-19,Male,Upper secondary,281.0634743
Denmark,208,2005,20-24,Male,Upper secondary,267.7912235
Denmark,208,2005,25-29,Male,Upper secondary,278.5580187
Denmark,208,2005,30-34,Male,Upper secondary,273.6252184
Denmark,208,2005,35-39,Male,Upper secondary,266.2570729
Denmark,208,2005,40-44,Male,Upper secondary,261.8256162
Denmark,208,2005,45-49,Male,Upper secondary,262.0571437
Denmark,208,2005,50-54,Male,Upper secondary,246.7273196
Denmark,208,2005,55-59,Male,Upper secondary,243.5723719
Denmark,208,2005,60-64,Male,Upper secondary,240.4
Ecuador,218,2005,15-19,Male,Upper secondary,202.4864826
Ecuador,218,2005,20-24,Male,Upper secondary,194.071514
Ecuador,218,2005,25-29,Male,Upper secondary,198.2161061
Ecuador,218,2005,30-34,Male,Upper secondary,202.1420929
Ecuador,218,2005,35-39,Male,Upper secondary,210.7352334
Ecuador,218,2005,40-44,Male,Upper secondary,204.941188
Ecuador,218,2005,45-49,Male,Upper secondary,195.1618026
Ecuador,218,2005,50-54,Male,Upper secondary,217.1487782
Ecuador,218,2005,55-59,Male,Upper secondary,214.3720567
Ecuador,218,2005,60-64,Male,Upper secondary,211.58
Estonia,233,2005,15-19,Male,Upper secondary,280.4100686
Estonia,233,2005,20-24,Male,Upper secondary,276.1105644
Estonia,233,2005,25-29,Male,Upper secondary,280.0000274
Estonia,233,2005,30-34,Male,Upper secondary,271.5269274
Estonia,233,2005,35-39,Male,Upper secondary,265.1096757
Estonia,233,2005,40-44,Male,Upper secondary,269.7594163
Estonia,233,2005,45-49,Male,Upper secondary,263.8712199
Estonia,233,2005,50-54,Male,Upper secondary,264.0516006
Estonia,233,2005,55-59,Male,Upper secondary,260.6751241
Estonia,233,2005,60-64,Male,Upper secondary,257.28
Finland,246,2005,15-19,Male,Upper secondary,297.2501168
Finland,246,2005,20-24,Male,Upper secondary,285.7434854
Finland,246,2005,25-29,Male,Upper secondary,290.9953433
Finland,246,2005,30-34,Male,Upper secondary,280.4144004
Finland,246,2005,35-39,Male,Upper secondary,279.9446076
Finland,246,2005,40-44,Male,Upper secondary,268.9017082
Finland,246,2005,45-49,Male,Upper secondary,262.4158593
Finland,246,2005,50-54,Male,Upper secondary,258.7455264
Finland,246,2005,55-59,Male,Upper secondary,255.4368996
Finland,246,2005,60-64,Male,Upper secondary,252.11
France,250,2005,15-19,Male,Upper secondary,267.8963584
France,250,2005,20-24,Male,Upper secondary,263.5021854
France,250,2005,25-29,Male,Upper secondary,259.6016133
France,250,2005,30-34,Male,Upper secondary,257.2222319
France,250,2005,35-39,Male,Upper secondary,260.499779
France,250,2005,40-44,Male,Upper secondary,257.8331891
France,250,2005,45-49,Male,Upper secondary,253.3044823
France,250,2005,50-54,Male,Upper secondary,256.3439377
France,250,2005,55-59,Male,Upper secondary,253.0660205
France,250,2005,60-64,Male,Upper secondary,249.77
Georgia,268,2005,15-19,Male,Upper secondary,231.6481462
Georgia,268,2005,20-24,Male,Upper secondary,226.4784029
Georgia,268,2005,25-29,Male,Upper secondary,220.4596008
Georgia,268,2005,30-34,Male,Upper secondary,230.754083
Georgia,268,2005,35-39,Male,Upper secondary,207.4227672
Georgia,268,2005,40-44,Male,Upper secondary,236.0800971
Georgia,268,2005,45-49,Male,Upper secondary,205.584885
Georgia,268,2005,50-54,Male,Upper secondary,213.3600184
Georgia,268,2005,55-59,Male,Upper secondary,210.6317445
Georgia,268,2005,60-64,Male,Upper secondary,207.8884028
Germany,276,2005,15-19,Male,Upper secondary,272.2424967
Germany,276,2005,20-24,Male,Upper secondary,260.5963869
Germany,276,2005,25-29,Male,Upper secondary,260.0322131
Germany,276,2005,30-34,Male,Upper secondary,265.8171547
Germany,276,2005,35-39,Male,Upper secondary,256.5194277
Germany,276,2005,40-44,Male,Upper secondary,256.6385242
Germany,276,2005,45-49,Male,Upper secondary,263.7789788
Germany,276,2005,50-54,Male,Upper secondary,243.8741501
Germany,276,2005,55-59,Male,Upper secondary,240.7556864
Germany,276,2005,60-64,Male,Upper secondary,237.62
Ghana,288,2005,15-19,Male,Upper secondary,88.9777295
Ghana,288,2005,20-24,Male,Upper secondary,86.4163692
Ghana,288,2005,25-29,Male,Upper secondary,59.53462376
Ghana,288,2005,30-34,Male,Upper secondary,87.31399422
Ghana,288,2005,35-39,Male,Upper secondary,93.90423379
Ghana,288,2005,40-44,Male,Upper secondary,153.7590068
Ghana,288,2005,45-49,Male,Upper secondary,110.3171303
Ghana,288,2005,50-54,Male,Upper secondary,122.9376448
Ghana,288,2005,55-59,Male,Upper secondary,121.3656185
Ghana,288,2005,60-64,Male,Upper secondary,119.7849102
Greece,300,2005,15-19,Male,Upper secondary,245.6904629
Greece,300,2005,20-24,Male,Upper secondary,248.1273269
Greece,300,2005,25-29,Male,Upper secondary,241.1859611
Greece,300,2005,30-34,Male,Upper secondary,256.082295
Greece,300,2005,35-39,Male,Upper secondary,260.4490092
Greece,300,2005,40-44,Male,Upper secondary,255.8114485
Greece,300,2005,45-49,Male,Upper secondary,253.8989253
Greece,300,2005,50-54,Male,Upper secondary,268.2595125
Greece,300,2005,55-59,Male,Upper secondary,264.8292286
Greece,300,2005,60-64,Male,Upper secondary,261.38
Hungary,348,2005,15-19,Male,Upper secondary,262.8869143
Hungary,348,2005,20-24,Male,Upper secondary,260.2779432
Hungary,348,2005,25-29,Male,Upper secondary,256.9379029
Hungary,348,2005,30-34,Male,Upper secondary,264.5662505
Hungary,348,2005,35-39,Male,Upper secondary,268.8666399
Hungary,348,2005,40-44,Male,Upper secondary,261.7949837
Hungary,348,2005,45-49,Male,Upper secondary,250.4040101
Hungary,348,2005,50-54,Male,Upper secondary,245.1673133
Hungary,348,2005,55-59,Male,Upper secondary,242.0323136
Hungary,348,2005,60-64,Male,Upper secondary,238.88
Ireland,372,2005,15-19,Male,Upper secondary,263.4710194
Ireland,372,2005,20-24,Male,Upper secondary,270.7069734
Ireland,372,2005,25-29,Male,Upper secondary,285.3574901
Ireland,372,2005,30-34,Male,Upper secondary,271.6378947
Ireland,372,2005,35-39,Male,Upper secondary,276.1876433
Ireland,372,2005,40-44,Male,Upper secondary,278.8164057
Ireland,372,2005,45-49,Male,Upper secondary,281.0280762
Ireland,372,2005,50-54,Male,Upper secondary,267.5308253
Ireland,372,2005,55-59,Male,Upper secondary,264.1098593
Ireland,372,2005,60-64,Male,Upper secondary,260.67
Israel,376,2005,15-19,Male,Upper secondary,261.6593035
Israel,376,2005,20-24,Male,Upper secondary,256.8447224
Israel,376,2005,25-29,Male,Upper secondary,250.1985152
Israel,376,2005,30-34,Male,Upper secondary,237.4801381
Israel,376,2005,35-39,Male,Upper secondary,242.8826628
Israel,376,2005,40-44,Male,Upper secondary,233.9501021
Israel,376,2005,45-49,Male,Upper secondary,227.1797351
Israel,376,2005,50-54,Male,Upper secondary,224.2714388
Israel,376,2005,55-59,Male,Upper secondary,221.4036385
Israel,376,2005,60-64,Male,Upper secondary,218.52
Italy,380,2005,15-19,Male,Upper secondary,257.2438646
Italy,380,2005,20-24,Male,Upper secondary,267.0846766
Italy,380,2005,25-29,Male,Upper secondary,265.9003872
Italy,380,2005,30-34,Male,Upper secondary,274.8155951
Italy,380,2005,35-39,Male,Upper secondary,272.8977611
Italy,380,2005,40-44,Male,Upper secondary,264.8786487
Italy,380,2005,45-49,Male,Upper secondary,265.1113511
Italy,380,2005,50-54,Male,Upper secondary,256.5697281
Italy,380,2005,55-59,Male,Upper secondary,253.2889236
Italy,380,2005,60-64,Male,Upper secondary,249.99
Japan,392,2005,15-19,Male,Upper secondary,298.5965287
Japan,392,2005,20-24,Male,Upper secondary,298.3916699
Japan,392,2005,25-29,Male,Upper secondary,298.9464188
Japan,392,2005,30-34,Male,Upper secondary,299.9749113
Japan,392,2005,35-39,Male,Upper secondary,292.0785867
Japan,392,2005,40-44,Male,Upper secondary,289.5786005
Japan,392,2005,45-49,Male,Upper secondary,276.938718
Japan,392,2005,50-54,Male,Upper secondary,275.587437
Japan,392,2005,55-59,Male,Upper secondary,272.0634496
Japan,392,2005,60-64,Male,Upper secondary,268.52
Kazakhstan,398,2005,15-19,Male,Upper secondary,245.4231606
Kazakhstan,398,2005,20-24,Male,Upper secondary,247.609856
Kazakhstan,398,2005,25-29,Male,Upper secondary,252.2113189
Kazakhstan,398,2005,30-34,Male,Upper secondary,240.7183661
Kazakhstan,398,2005,35-39,Male,Upper secondary,245.2789967
Kazakhstan,398,2005,40-44,Male,Upper secondary,243.1500428
Kazakhstan,398,2005,45-49,Male,Upper secondary,246.1096716
Kazakhstan,398,2005,50-54,Male,Upper secondary,252.197605
Kazakhstan,398,2005,55-59,Male,Upper secondary,248.9727077
Kazakhstan,398,2005,60-64,Male,Upper secondary,245.73
Kenya,404,2005,15-19,Male,Upper secondary,151.2732473
Kenya,404,2005,20-24,Male,Upper secondary,142.961121
Kenya,404,2005,25-29,Male,Upper secondary,134.7469314
Kenya,404,2005,30-34,Male,Upper secondary,125.0920185
Kenya,404,2005,35-39,Male,Upper secondary,70.41450898
Kenya,404,2005,40-44,Male,Upper secondary,139.5760232
Kenya,404,2005,45-49,Male,Upper secondary,202.3755504
Kenya,404,2005,50-54,Male,Upper secondary,65.6372724
Kenya,404,2005,55-59,Male,Upper secondary,64.79795649
Kenya,404,2005,60-64,Male,Upper secondary,63.95400521
Lithuania,440,2005,15-19,Male,Upper secondary,268.876467
Lithuania,440,2005,20-24,Male,Upper secondary,257.8498102
Lithuania,440,2005,25-29,Male,Upper secondary,250.9896172
Lithuania,440,2005,30-34,Male,Upper secondary,248.2540555
Lithuania,440,2005,35-39,Male,Upper secondary,256.8849701
Lithuania,440,2005,40-44,Male,Upper secondary,239.0452968
Lithuania,440,2005,45-49,Male,Upper secondary,258.2855051
Lithuania,440,2005,50-54,Male,Upper secondary,255.9949889
Lithuania,440,2005,55-59,Male,Upper secondary,252.7215338
Lithuania,440,2005,60-64,Male,Upper secondary,249.43
Mexico,484,2005,15-19,Male,Upper secondary,241.1463229
Mexico,484,2005,20-24,Male,Upper secondary,240.3851652
Mexico,484,2005,25-29,Male,Upper secondary,232.2134628
Mexico,484,2005,30-34,Male,Upper secondary,229.5409313
Mexico,484,2005,35-39,Male,Upper secondary,242.9740484
Mexico,484,2005,40-44,Male,Upper secondary,233.684621
Mexico,484,2005,45-49,Male,Upper secondary,255.1903016
Mexico,484,2005,50-54,Male,Upper secondary,225.5851283
Mexico,484,2005,55-59,Male,Upper secondary,222.7005297
Mexico,484,2005,60-64,Male,Upper secondary,219.8
Netherlands,528,2005,15-19,Male,Upper secondary,291.1516631
Netherlands,528,2005,20-24,Male,Upper secondary,292.3710943
Netherlands,528,2005,25-29,Male,Upper secondary,296.5330571
Netherlands,528,2005,30-34,Male,Upper secondary,297.6143339
Netherlands,528,2005,35-39,Male,Upper secondary,293.9875307
Netherlands,528,2005,40-44,Male,Upper secondary,285.2798491
Netherlands,528,2005,45-49,Male,Upper secondary,273.3515617
Netherlands,528,2005,50-54,Male,Upper secondary,271.4308412
Netherlands,528,2005,55-59,Male,Upper secondary,267.9600049
Netherlands,528,2005,60-64,Male,Upper secondary,264.47
New Zealand,554,2005,15-19,Male,Upper secondary,281.7762806
New Zealand,554,2005,20-24,Male,Upper secondary,289.2762199
New Zealand,554,2005,25-29,Male,Upper secondary,283.204491
New Zealand,554,2005,30-34,Male,Upper secondary,281.5946891
New Zealand,554,2005,35-39,Male,Upper secondary,280.8584637
New Zealand,554,2005,40-44,Male,Upper secondary,297.3286061
New Zealand,554,2005,45-49,Male,Upper secondary,294.9052467
New Zealand,554,2005,50-54,Male,Upper secondary,257.0520985
New Zealand,554,2005,55-59,Male,Upper secondary,253.7651259
New Zealand,554,2005,60-64,Male,Upper secondary,250.46
Norway,578,2005,15-19,Male,Upper secondary,277.6875446
Norway,578,2005,20-24,Male,Upper secondary,280.2801862
Norway,578,2005,25-29,Male,Upper secondary,275.5738619
Norway,578,2005,30-34,Male,Upper secondary,271.3957842
Norway,578,2005,35-39,Male,Upper secondary,277.203039
Norway,578,2005,40-44,Male,Upper secondary,269.0242379
Norway,578,2005,45-49,Male,Upper secondary,262.8873142
Norway,578,2005,50-54,Male,Upper secondary,259.7410568
Norway,578,2005,55-59,Male,Upper secondary,256.4197
Norway,578,2005,60-64,Male,Upper secondary,253.08
Peru,604,2005,15-19,Male,Upper secondary,208.2087329
Peru,604,2005,20-24,Male,Upper secondary,203.4456995
Peru,604,2005,25-29,Male,Upper secondary,207.8895808
Peru,604,2005,30-34,Male,Upper secondary,192.4879366
Peru,604,2005,35-39,Male,Upper secondary,200.4492745
Peru,604,2005,40-44,Male,Upper secondary,200.6424365
Peru,604,2005,45-49,Male,Upper secondary,198.0725237
Peru,604,2005,50-54,Male,Upper secondary,200.8200276
Peru,604,2005,55-59,Male,Upper secondary,198.2521048
Peru,604,2005,60-64,Male,Upper secondary,195.67
Poland,616,2005,15-19,Male,Upper secondary,263.1245164
Poland,616,2005,20-24,Male,Upper secondary,248.6348465
Poland,616,2005,25-29,Male,Upper secondary,257.8091164
Poland,616,2005,30-34,Male,Upper secondary,251.5023713
Poland,616,2005,35-39,Male,Upper secondary,256.4585039
Poland,616,2005,40-44,Male,Upper secondary,251.1757403
Poland,616,2005,45-49,Male,Upper secondary,251.8388727
Poland,616,2005,50-54,Male,Upper secondary,247.6817972
Poland,616,2005,55-59,Male,Upper secondary,244.5146444
Poland,616,2005,60-64,Male,Upper secondary,241.33
Republic of Korea,410,2005,15-19,Male,Upper secondary,287.3104293
Republic of Korea,410,2005,20-24,Male,Upper secondary,270.4482379
Republic of Korea,410,2005,25-29,Male,Upper secondary,271.428087
Republic of Korea,410,2005,30-34,Male,Upper secondary,269.2974932
Republic of Korea,410,2005,35-39,Male,Upper secondary,263.2515015
Republic of Korea,410,2005,40-44,Male,Upper secondary,259.3443891
Republic of Korea,410,2005,45-49,Male,Upper secondary,266.9459253
Republic of Korea,410,2005,50-54,Male,Upper secondary,267.3666141
Republic of Korea,410,2005,55-59,Male,Upper secondary,263.9477479
Republic of Korea,410,2005,60-64,Male,Upper secondary,260.51
Russian Federation,643,2005,15-19,Male,Upper secondary,269.6585739
Russian Federation,643,2005,20-24,Male,Upper secondary,244.6244466
Russian Federation,643,2005,25-29,Male,Upper secondary,267.6928841
Russian Federation,643,2005,30-34,Male,Upper secondary,297.765653
Russian Federation,643,2005,35-39,Male,Upper secondary,295.11462
Russian Federation,643,2005,40-44,Male,Upper secondary,255.3723836
Russian Federation,643,2005,45-49,Male,Upper secondary,269.0879701
Russian Federation,643,2005,50-54,Male,Upper secondary,302.2922825
Russian Federation,643,2005,55-59,Male,Upper secondary,298.4268154
