country,iso,year,age_group,sex,education,score
Armenia,51,2015,15-19,Male,Primary or less,261.4575513
Armenia,51,2015,20-24,Male,Primary or less,213.1120476
Armenia,51,2015,25-29,Male,Primary or less,222.6459107
Armenia,51,2015,30-34,Male,Primary or less,235.4998177
Armenia,51,2015,35-39,Male,Primary or less,230.556217
Armenia,51,2015,40-44,Male,Primary or less,257.5600155
Armenia,51,2015,45-49,Male,Primary or less,245.6000456
Armenia,51,2015,50-54,Male,Primary or less,243.9784072
Armenia,51,2015,55-59,Male,Primary or less,199.6141131
Armenia,51,2015,60-64,Male,Primary or less,236.1205188
Austria,40,2015,15-19,Male,Primary or less,214.83
Austria,40,2015,20-24,Male,Primary or less,253.5
Austria,40,2015,25-29,Male,Primary or less,170.12
Austria,40,2015,30-34,Male,Primary or less,192.15
Austria,40,2015,35-39,Male,Primary or less,255.43
Austria,40,2015,40-44,Male,Primary or less,235.69
Austria,40,2015,45-49,Male,Primary or less,209.91
Austria,40,2015,50-54,Male,Primary or less,193.24
Austria,40,2015,55-59,Male,Primary or less,225.16
Austria,40,2015,60-64,Male,Primary or less,180.19
Belgium,56,2015,15-19,Male,Primary or less,274.03
Belgium,56,2015,20-24,Male,Primary or less,210.54
Belgium,56,2015,25-29,Male,Primary or less,240.55
Belgium,56,2015,30-34,Male,Primary or less,223.48
Belgium,56,2015,35-39,Male,Primary or less,160.73
Belgium,56,2015,40-44,Male,Primary or less,215.43
Belgium,56,2015,45-49,Male,Primary or less,209.57
Belgium,56,2015,50-54,Male,Primary or less,226.9
Belgium,56,2015,55-59,Male,Primary or less,212.58
Belgium,56,2015,60-64,Male,Primary or less,222.28
Bolivia (Plurinational State of),68,2015,15-19,Male,Primary or less,62.09302204
Bolivia (Plurinational State of),68,2015,20-24,Male,Primary or less,134.2069413
Bolivia (Plurinational State of),68,2015,25-29,Male,Primary or less,137.2575824
Bolivia (Plurinational State of),68,2015,30-34,Male,Primary or less,176.4670797
Bolivia (Plurinational State of),68,2015,35-39,Male,Primary or less,174.6260956
Bolivia (Plurinational State of),68,2015,40-44,Male,Primary or less,158.6369578
Bolivia (Plurinational State of),68,2015,45-49,Male,Primary or less,53.28815402
Bolivia (Plurinational State of),68,2015,50-54,Male,Primary or less,78.91415126
Bolivia (Plurinational State of),68,2015,55-59,Male,Primary or less,98.74834483
Bolivia (Plurinational State of),68,2015,60-64,Male,Primary or less,127.1385128
Canada,124,2015,15-19,Male,Primary or less,235.32
Canada,124,2015,20-24,Male,Primary or less,227.04
Canada,124,2015,25-29,Male,Primary or less,226.07
Canada,124,2015,30-34,Male,Primary or less,181.61
Canada,124,2015,35-39,Male,Primary or less,216.92
Canada,124,2015,40-44,Male,Primary or less,214.27
Canada,124,2015,45-49,Male,Primary or less,184.73
Canada,124,2015,50-54,Male,Primary or less,187.93
Canada,124,2015,55-59,Male,Primary or less,199.97
Canada,124,2015,60-64,Male,Primary or less,202.47
Chile,152,2015,15-19,Male,Primary or less,153.26
Chile,152,2015,20-24,Male,Primary or less,167.83
Chile,152,2015,25-29,Male,Primary or less,198.93
Chile,152,2015,30-34,Male,Primary or less,169.95
Chile,152,2015,35-39,Male,Primary or less,188.64
Chile,152,2015,40-44,Male,Primary or less,148.9
Chile,152,2015,45-49,Male,Primary or less,159.85
Chile,152,2015,50-54,Male,Primary or less,158.15
Chile,152,2015,55-59,Male,Primary or less,154.41
Chile,152,2015,60-64,Male,Primary or less,156.53
Colombia,170,2015,15-19,Male,Primary or less,166.11265
Colombia,170,2015,20-24,Male,Primary or less,183.0182466
Colombia,170,2015,25-29,Male,Primary or less,170.3267438
Colombia,170,2015,30-34,Male,Primary or less,165.0794482
Colombia,170,2015,35-39,Male,Primary or less,179.1566353
Colombia,170,2015,40-44,Male,Primary or less,197.6179396
Colombia,170,2015,45-49,Male,Primary or less,202.4381672
Colombia,170,2015,50-54,Male,Primary or less,188.9750095
Colombia,170,2015,55-59,Male,Primary or less,156.0090804
Colombia,170,2015,60-64,Male,Primary or less,144.0134813
Cyprus,196,2015,15-19,Male,Primary or less,247.94
Cyprus,196,2015,20-24,Male,Primary or less,242.11
Cyprus,196,2015,25-29,Male,Primary or less,242.81
Cyprus,196,2015,30-34,Male,Primary or less,226.57
Cyprus,196,2015,35-39,Male,Primary or less,246.22
Cyprus,196,2015,40-44,Male,Primary or less,245.09
Cyprus,196,2015,45-49,Male,Primary or less,238.73
Cyprus,196,2015,50-54,Male,Primary or less,240.95
Cyprus,196,2015,55-59,Male,Primary or less,242.22
Cyprus,196,2015,60-64,Male,Primary or less,240.28
Czech Republic,203,2015,15-19,Male,Primary or less,269.35
Czech Republic,203,2015,20-24,Male,Primary or less,254.79
Czech Republic,203,2015,25-29,Male,Primary or less,251.69
Czech Republic,203,2015,30-34,Male,Primary or less,273.41
Czech Republic,203,2015,35-39,Male,Primary or less,292.61
Czech Republic,203,2015,40-44,Male,Primary or less,252.76
Czech Republic,203,2015,45-49,Male,Primary or less,234.94
Czech Republic,203,2015,50-54,Male,Primary or less,239.87
Czech Republic,203,2015,55-59,Male,Primary or less,230.33
Czech Republic,203,2015,60-64,Male,Primary or less,224.2
Denmark,208,2015,15-19,Male,Primary or less,231.96
Denmark,208,2015,20-24,Male,Primary or less,203.61
Denmark,208,2015,25-29,Male,Primary or less,193.59
Denmark,208,2015,30-34,Male,Primary or less,178.49
Denmark,208,2015,35-39,Male,Primary or less,166.74
Denmark,208,2015,40-44,Male,Primary or less,262.99
Denmark,208,2015,45-49,Male,Primary or less,159.52
Denmark,208,2015,50-54,Male,Primary or less,208.11
Denmark,208,2015,55-59,Male,Primary or less,150.35
Denmark,208,2015,60-64,Male,Primary or less,168.85
Ecuador,218,2015,15-19,Male,Primary or less,189.32
Ecuador,218,2015,20-24,Male,Primary or less,162.22
Ecuador,218,2015,25-29,Male,Primary or less,170.78
Ecuador,218,2015,30-34,Male,Primary or less,178.41
Ecuador,218,2015,35-39,Male,Primary or less,173.1
Ecuador,218,2015,40-44,Male,Primary or less,167.31
Ecuador,218,2015,45-49,Male,Primary or less,172.57
Ecuador,218,2015,50-54,Male,Primary or less,161.28
Ecuador,218,2015,55-59,Male,Primary or less,172.53
Ecuador,218,2015,60-64,Male,Primary or less,155.88
Estonia,233,2015,15-19,Male,Primary or less,267.7
Estonia,233,2015,20-24,Male,Primary or less,255.72
Estonia,233,2015,25-29,Male,Primary or less,198.78
Estonia,233,2015,30-34,Male,Primary or less,237.3
Estonia,233,2015,35-39,Male,Primary or less,220.34
Estonia,233,2015,40-44,Male,Primary or less,242.15
Estonia,233,2015,45-49,Male,Primary or less,229.6
Estonia,233,2015,50-54,Male,Primary or less,235.59
Estonia,233,2015,55-59,Male,Primary or less,179.83
Estonia,233,2015,60-64,Male,Primary or less,217.26
Finland,246,2015,15-19,Male,Primary or less,227.2
Finland,246,2015,20-24,Male,Primary or less,289.38
Finland,246,2015,25-29,Male,Primary or less,278.02
Finland,246,2015,30-34,Male,Primary or less,246.6
Finland,246,2015,35-39,Male,Primary or less,269.97
Finland,246,2015,40-44,Male,Primary or less,274.42
Finland,246,2015,45-49,Male,Primary or less,262.72
Finland,246,2015,50-54,Male,Primary or less,235.89
Finland,246,2015,55-59,Male,Primary or less,232.37
Finland,246,2015,60-64,Male,Primary or less,233.23
France,250,2015,15-19,Male,Primary or less,212.28
France,250,2015,20-24,Male,Primary or less,171.08
France,250,2015,25-29,Male,Primary or less,234.74
France,250,2015,30-34,Male,Primary or less,185.11
France,250,2015,35-39,Male,Primary or less,237.46
France,250,2015,40-44,Male,Primary or less,180.86
France,250,2015,45-49,Male,Primary or less,181
France,250,2015,50-54,Male,Primary or less,198.9
France,250,2015,55-59,Male,Primary or less,206.37
France,250,2015,60-64,Male,Primary or less,206.08
Georgia,268,2015,15-19,Male,Primary or less,237.0625647
Georgia,268,2015,20-24,Male,Primary or less,241.6862374
Georgia,268,2015,25-29,Male,Primary or less,223.0326006
Georgia,268,2015,30-34,Male,Primary or less,212.6100148
Georgia,268,2015,35-39,Male,Primary or less,240.0845116
Georgia,268,2015,40-44,Male,Primary or less,240.6625051
Georgia,268,2015,45-49,Male,Primary or less,235.5254069
Georgia,268,2015,50-54,Male,Primary or less,231.2060194
Georgia,268,2015,55-59,Male,Primary or less,200.5898351
Georgia,268,2015,60-64,Male,Primary or less,279.2598602
Germany,276,2015,15-19,Male,Primary or less,282.48
Germany,276,2015,20-24,Male,Primary or less,259.15
Germany,276,2015,25-29,Male,Primary or less,212.88
Germany,276,2015,30-34,Male,Primary or less,240.98
Germany,276,2015,35-39,Male,Primary or less,222.09
Germany,276,2015,40-44,Male,Primary or less,180.33
Germany,276,2015,45-49,Male,Primary or less,209.16
Germany,276,2015,50-54,Male,Primary or less,204.63
Germany,276,2015,55-59,Male,Primary or less,179.41
Germany,276,2015,60-64,Male,Primary or less,206.17
Ghana,288,2015,15-19,Male,Primary or less,63.59480059
Ghana,288,2015,20-24,Male,Primary or less,56.39467098
Ghana,288,2015,25-29,Male,Primary or less,75.83240099
Ghana,288,2015,30-34,Male,Primary or less,49.09353601
Ghana,288,2015,35-39,Male,Primary or less,48.48170083
Ghana,288,2015,40-44,Male,Primary or less,75.90053849
Ghana,288,2015,45-49,Male,Primary or less,127.4367035
Ghana,288,2015,50-54,Male,Primary or less,144.1265319
Ghana,288,2015,55-59,Male,Primary or less,54.58581315
Ghana,288,2015,60-64,Male,Primary or less,81.59706589
Greece,300,2015,15-19,Male,Primary or less,181.64
Greece,300,2015,20-24,Male,Primary or less,255.32
Greece,300,2015,25-29,Male,Primary or less,216.03
Greece,300,2015,30-34,Male,Primary or less,215.92
Greece,300,2015,35-39,Male,Primary or less,224.13
Greece,300,2015,40-44,Male,Primary or less,213.84
Greece,300,2015,45-49,Male,Primary or less,245.62
Greece,300,2015,50-54,Male,Primary or less,230.13
Greece,300,2015,55-59,Male,Primary or less,228.58
Greece,300,2015,60-64,Male,Primary or less,226.5
Hungary,348,2015,15-19,Male,Primary or less,222.04
Hungary,348,2015,20-24,Male,Primary or less,173.29
Hungary,348,2015,25-29,Male,Primary or less,198.44
Hungary,348,2015,30-34,Male,Primary or less,181.29
Hungary,348,2015,35-39,Male,Primary or less,185.2
Hungary,348,2015,40-44,Male,Primary or less,170.79
Hungary,348,2015,45-49,Male,Primary or less,199.84
Hungary,348,2015,50-54,Male,Primary or less,176.25
Hungary,348,2015,55-59,Male,Primary or less,146.74
Hungary,348,2015,60-64,Male,Primary or less,150.95
Ireland,372,2015,15-19,Male,Primary or less,188.17
Ireland,372,2015,20-24,Male,Primary or less,148.34
Ireland,372,2015,25-29,Male,Primary or less,203.01
Ireland,372,2015,30-34,Male,Primary or less,194.74
Ireland,372,2015,35-39,Male,Primary or less,184.03
Ireland,372,2015,40-44,Male,Primary or less,226.8
Ireland,372,2015,45-49,Male,Primary or less,196.48
Ireland,372,2015,50-54,Male,Primary or less,228.08
Ireland,372,2015,55-59,Male,Primary or less,209.3
Ireland,372,2015,60-64,Male,Primary or less,221.18
Israel,376,2015,15-19,Male,Primary or less,253.88
Israel,376,2015,20-24,Male,Primary or less,232.06
Israel,376,2015,25-29,Male,Primary or less,248.69
Israel,376,2015,30-34,Male,Primary or less,238.2
Israel,376,2015,35-39,Male,Primary or less,214.63
Israel,376,2015,40-44,Male,Primary or less,201.87
Israel,376,2015,45-49,Male,Primary or less,183.94
Israel,376,2015,50-54,Male,Primary or less,177.13
Israel,376,2015,55-59,Male,Primary or less,175.07
Israel,376,2015,60-64,Male,Primary or less,185.26
Italy,380,2015,15-19,Male,Primary or less,264.75
Italy,380,2015,20-24,Male,Primary or less,218.93
Italy,380,2015,25-29,Male,Primary or less,255.25
Italy,380,2015,30-34,Male,Primary or less,170.73
Italy,380,2015,35-39,Male,Primary or less,218.37
Italy,380,2015,40-44,Male,Primary or less,198.65
Italy,380,2015,45-49,Male,Primary or less,201.57
Italy,380,2015,50-54,Male,Primary or less,193.86
Italy,380,2015,55-59,Male,Primary or less,195.83
Italy,380,2015,60-64,Male,Primary or less,210.15
Japan,392,2015,15-19,Male,Primary or less,290.7
Japan,392,2015,20-24,Male,Primary or less,278.44
Japan,392,2015,25-29,Male,Primary or less,263.51
Japan,392,2015,30-34,Male,Primary or less,291.46
Japan,392,2015,35-39,Male,Primary or less,283.32
Japan,392,2015,40-44,Male,Primary or less,295.63
Japan,392,2015,45-49,Male,Primary or less,278.9
Japan,392,2015,50-54,Male,Primary or less,255.78
Japan,392,2015,55-59,Male,Primary or less,262.24
Japan,392,2015,60-64,Male,Primary or less,241.78
Kazakhstan,398,2015,15-19,Male,Primary or less,242.19
Kazakhstan,398,2015,20-24,Male,Primary or less,226.28
Kazakhstan,398,2015,25-29,Male,Primary or less,234.4
Kazakhstan,398,2015,30-34,Male,Primary or less,204.58
Kazakhstan,398,2015,35-39,Male,Primary or less,238.11
Kazakhstan,398,2015,40-44,Male,Primary or less,231
Kazakhstan,398,2015,45-49,Male,Primary or less,230.86
Kazakhstan,398,2015,50-54,Male,Primary or less,244.4
Kazakhstan,398,2015,55-59,Male,Primary or less,249.21
Kazakhstan,398,2015,60-64,Male,Primary or less,227.68
Kenya,404,2015,15-19,Male,Primary or less,111.7051936
Kenya,404,2015,20-24,Male,Primary or less,55.35909792
Kenya,404,2015,25-29,Male,Primary or less,61.66936976
Kenya,404,2015,30-34,Male,Primary or less,56.05635044
Kenya,404,2015,35-39,Male,Primary or less,51.37262129
Kenya,404,2015,40-44,Male,Primary or less,50.76401508
Kenya,404,2015,45-49,Male,Primary or less,65.81325037
Kenya,404,2015,50-54,Male,Primary or less,59.4644011
Kenya,404,2015,55-59,Male,Primary or less,59.9905569
Kenya,404,2015,60-64,Male,Primary or less,35.44041676
Lithuania,440,2015,15-19,Male,Primary or less,257.98
Lithuania,440,2015,20-24,Male,Primary or less,230.58
Lithuania,440,2015,25-29,Male,Primary or less,242.84
Lithuania,440,2015,30-34,Male,Primary or less,159.99
Lithuania,440,2015,35-39,Male,Primary or less,262.53
Lithuania,440,2015,40-44,Male,Primary or less,262.07
Lithuania,440,2015,45-49,Male,Primary or less,227.61
Lithuania,440,2015,50-54,Male,Primary or less,200.68
Lithuania,440,2015,55-59,Male,Primary or less,195.52
Lithuania,440,2015,60-64,Male,Primary or less,254.54
Mexico,484,2015,15-19,Male,Primary or less,186.86
Mexico,484,2015,20-24,Male,Primary or less,192.99
Mexico,484,2015,25-29,Male,Primary or less,186.39
Mexico,484,2015,30-34,Male,Primary or less,183.75
Mexico,484,2015,35-39,Male,Primary or less,194.13
Mexico,484,2015,40-44,Male,Primary or less,185.06
Mexico,484,2015,45-49,Male,Primary or less,181.83
Mexico,484,2015,50-54,Male,Primary or less,183.17
Mexico,484,2015,55-59,Male,Primary or less,176.05
Mexico,484,2015,60-64,Male,Primary or less,170.09
Netherlands,528,2015,15-19,Male,Primary or less,286.5
Netherlands,528,2015,20-24,Male,Primary or less,261.91
Netherlands,528,2015,25-29,Male,Primary or less,221.62
Netherlands,528,2015,30-34,Male,Primary or less,216.36
Netherlands,528,2015,35-39,Male,Primary or less,228.39
Netherlands,528,2015,40-44,Male,Primary or less,233.36
Netherlands,528,2015,45-49,Male,Primary or less,204.66
Netherlands,528,2015,50-54,Male,Primary or less,214.36
Netherlands,528,2015,55-59,Male,Primary or less,207.58
Netherlands,528,2015,60-64,Male,Primary or less,210.09
New Zealand,554,2015,15-19,Male,Primary or less,221.63
New Zealand,554,2015,20-24,Male,Primary or less,219.42
New Zealand,554,2015,25-29,Male,Primary or less,204.51
New Zealand,554,2015,30-34,Male,Primary or less,220.04
New Zealand,554,2015,35-39,Male,Primary or less,217.82
New Zealand,554,2015,40-44,Male,Primary or less,218.46
New Zealand,554,2015,45-49,Male,Primary or less,219.66
New Zealand,554,2015,50-54,Male,Primary or less,208.07
New Zealand,554,2015,55-59,Male,Primary or less,191.94
New Zealand,554,2015,60-64,Male,Primary or less,195.27
Norway,578,2015,15-19,Male,Primary or less,194.84
Norway,578,2015,20-24,Male,Primary or less,253
Norway,578,2015,25-29,Male,Primary or less,260.88
Norway,578,2015,30-34,Male,Primary or less,174.02
Norway,578,2015,35-39,Male,Primary or less,277.34
Norway,578,2015,40-44,Male,Primary or less,277.59
Norway,578,2015,45-49,Male,Primary or less,175.97
Norway,578,2015,50-54,Male,Primary or less,260.37
Norway,578,2015,55-59,Male,Primary or less,249.67
Norway,578,2015,60-64,Male,Primary or less,221.6
Peru,604,2015,15-19,Male,Primary or less,171.43
Peru,604,2015,20-24,Male,Primary or less,176.14
Peru,604,2015,25-29,Male,Primary or less,158.8
Peru,604,2015,30-34,Male,Primary or less,158.56
Peru,604,2015,35-39,Male,Primary or less,152.44
Peru,604,2015,40-44,Male,Primary or less,151.13
Peru,604,2015,45-49,Male,Primary or less,159.65
Peru,604,2015,50-54,Male,Primary or less,150.08
Peru,604,2015,55-59,Male,Primary or less,150.24
Peru,604,2015,60-64,Male,Primary or less,152.45
Poland,616,2015,15-19,Male,Primary or less,251.11
Poland,616,2015,20-24,Male,Primary or less,243.62
Poland,616,2015,25-29,Male,Primary or less,221.69
Poland,616,2015,30-34,Male,Primary or less,228.25
Poland,616,2015,35-39,Male,Primary or less,230.26
Poland,616,2015,40-44,Male,Primary or less,230.68
Poland,616,2015,45-49,Male,Primary or less,216.94
Poland,616,2015,50-54,Male,Primary or less,213.37
Poland,616,2015,55-59,Male,Primary or less,224.16
Poland,616,2015,60-64,Male,Primary or less,217.49
Republic of Korea,410,2015,15-19,Male,Primary or less,290.3
Republic of Korea,410,2015,20-24,Male,Primary or less,227.05
Republic of Korea,410,2015,25-29,Male,Primary or less,239.07
Republic of Korea,410,2015,30-34,Male,Primary or less,240.7
Republic of Korea,410,2015,35-39,Male,Primary or less,233.01
Republic of Korea,410,2015,40-44,Male,Primary or less,217.51
Republic of Korea,410,2015,45-49,Male,Primary or less,231.95
Republic of Korea,410,2015,50-54,Male,Primary or less,221.85
Republic of Korea,410,2015,55-59,Male,Primary or less,225.38
Republic of Korea,410,2015,60-64,Male,Primary or less,216.51
Russian Federation,643,2015,15-19,Male,Primary or less,251.76
Russian Federation,643,2015,20-24,Male,Primary or less,264.88
Russian Federation,643,2015,25-29,Male,Primary or less,250.52
Russian Federation,643,2015,30-34,Male,Primary or less,260.98
Russian Federation,643,2015,35-39,Male,Primary or less,220.15
Russian Federation,643,2015,40-44,Male,Primary or less,295.17
Russian Federation,643,2015,45-49,Male,Primary or less,290.64
Russian Federation,643,2015,50-54,Male,Primary or less,254.23
Russian Federation,643,2015,55-59,Male,Primary or less,248.15
Russian Federation,643,2015,60-64,Male,Primary or less,257.72
Singapore,702,2015,15-19,Male,Primary or less,248.67
Singapore,702,2015,20-24,Male,Primary or less,187.58
Singapore,702,2015,25-29,Male,Primary or less,203.41
Singapore,702,2015,30-34,Male,Primary or less,184.02
Singapore,702,2015,35-39,Male,Primary or less,194.19
Singapore,702,2015,40-44,Male,Primary or less,182.26
Singapore,702,2015,45-49,Male,Primary or less,190.47
Singapore,702,2015,50-54,Male,Primary or less,173.71
Singapore,702,2015,55-59,Male,Primary or less,167.11
Singapore,702,2015,60-64,Male,Primary or less,165.63
Slovakia,703,2015,15-19,Male,Primary or less,252.16
Slovakia,703,2015,20-24,Male,Primary or less,232.58
Slovakia,703,2015,25-29,Male,Primary or less,193.37
Slovakia,703,2015,30-34,Male,Primary or less,226.36
Slovakia,703,2015,35-39,Male,Primary or less,231.39
Slovakia,703,2015,40-44,Male,Primary or less,239.88
Slovakia,703,2015,45-49,Male,Primary or less,194.86
Slovakia,703,2015,50-54,Male,Primary or less,178.58
Slovakia,703,2015,55-59,Male,Primary or less,172.76
Slovakia,703,2015,60-64,Male,Primary or less,152.98
Slovenia,705,2015,15-19,Male,Primary or less,243.54
Slovenia,705,2015,20-24,Male,Primary or less,252.55
Slovenia,705,2015,25-29,Male,Primary or less,230.14
Slovenia,705,2015,30-34,Male,Primary or less,219.83
Slovenia,705,2015,35-39,Male,Primary or less,222.21
Slovenia,705,2015,40-44,Male,Primary or less,224.96
Slovenia,705,2015,45-49,Male,Primary or less,209.77
Slovenia,705,2015,50-54,Male,Primary or less,219.84
Slovenia,705,2015,55-59,Male,Primary or less,185.56
Slovenia,705,2015,60-64,Male,Primary or less,206.07
Spain,724,2015,15-19,Male,Primary or less,234
Spain,724,2015,20-24,Male,Primary or less,229.92
Spain,724,2015,25-29,Male,Primary or less,218
Spain,724,2015,30-34,Male,Primary or less,213.52
Spain,724,2015,35-39,Male,Primary or less,231.12
Spain,724,2015,40-44,Male,Primary or less,226.26
Spain,724,2015,45-49,Male,Primary or less,218.59
Spain,724,2015,50-54,Male,Primary or less,214.01
Spain,724,2015,55-59,Male,Primary or less,202
Spain,724,2015,60-64,Male,Primary or less,205.9
Sweden,752,2015,15-19,Male,Primary or less,215.55
Sweden,752,2015,20-24,Male,Primary or less,253.18
Sweden,752,2015,25-29,Male,Primary or less,224.24
Sweden,752,2015,30-34,Male,Primary or less,249.55
Sweden,752,2015,35-39,Male,Primary or less,119.55
Sweden,752,2015,40-44,Male,Primary or less,214.77
Sweden,752,2015,45-49,Male,Primary or less,186.55
Sweden,752,2015,50-54,Male,Primary or less,219.75
Sweden,752,2015,55-59,Male,Primary or less,219.81
Sweden,752,2015,60-64,Male,Primary or less,235.83
Turkey,792,2015,15-19,Male,Primary or less,196.93
Turkey,792,2015,20-24,Male,Primary or less,221.51
Turkey,792,2015,25-29,Male,Primary or less,209.05
Turkey,792,2015,30-34,Male,Primary or less,212.09
Turkey,792,2015,35-39,Male,Primary or less,212.64
Turkey,792,2015,40-44,Male,Primary or less,215.63
Turkey,792,2015,45-49,Male,Primary or less,218.89
Turkey,792,2015,50-54,Male,Primary or less,211.36
Turkey,792,2015,55-59,Male,Primary or less,200.1
Turkey,792,2015,60-64,Male,Primary or less,211.22
Ukraine,804,2015,15-19,Male,Primary or less,271.7865564
Ukraine,804,2015,20-24,Male,Primary or less,271.2949421
Ukraine,804,2015,25-29,Male,Primary or less,207.7545543
Ukraine,804,2015,30-34,Male,Primary or less,249.9665678
Ukraine,804,2015,35-39,Male,Primary or less,268.864044
Ukraine,804,2015,40-44,Male,Primary or less,145.631928
Ukraine,804,2015,45-49,Male,Primary or less,75.33489522
Ukraine,804,2015,50-54,Male,Primary or less,292.6910721
Ukraine,804,2015,55-59,Male,Primary or less,241.5645489
Ukraine,804,2015,60-64,Male,Primary or less,33.91683138
United Kingdom of Great Britain and Northern Ireland,826,2015,15-19,Male,Primary or less,206.33
United Kingdom of Great Britain and Northern Ireland,826,2015,20-24,Male,Primary or less,211.69
United Kingdom of Great Britain and Northern Ireland,826,2015,25-29,Male,Primary or less,217.65
United Kingdom of Great Britain and Northern Ireland,826,2015,30-34,Male,Primary or less,228.13
United Kingdom of Great Britain and Northern Ireland,826,2015,35-39,Male,Primary or less,211.43
United Kingdom of Great Britain and Northern Ireland,826,2015,40-44,Male,Primary or less,220.28
United Kingdom of Great Britain and Northern Ireland,826,2015,45-49,Male,Primary or less,222.43
United Kingdom of Great Britain and Northern Ireland,826,2015,50-54,Male,Primary or less,240.65
United Kingdom of Great Britain and Northern Ireland,826,2015,55-59,Male,Primary or less,227.25
United Kingdom of Great Britain and Northern Ireland,826,2015,60-64,Male,Primary or less,234.02
United States of America,840,2015,15-19,Male,Primary or less,242.49
United States of America,840,2015,20-24,Male,Primary or less,216.93
United States of America,840,2015,25-29,Male,Primary or less,194.92
United States of America,840,2015,30-34,Male,Primary or less,164.1
United States of America,840,2015,35-39,Male,Primary or less,199.35
United States of America,840,2015,40-44,Male,Primary or less,180.97
United States of America,840,2015,45-49,Male,Primary or less,213.34
United States of America,840,2015,50-54,Male,Primary or less,181.37
United States of America,840,2015,55-59,Male,Primary or less,186.31
United States of America,840,2015,60-64,Male,Primary or less,183.33
Viet Nam,704,2015,15-19,Male,Primary or less,149.5861854
Viet Nam,704,2015,20-24,Male,Primary or less,165.4491539
Viet Nam,704,2015,25-29,Male,Primary or less,145.8141403
Viet Nam,704,2015,30-34,Male,Primary or less,133.1925783
Viet Nam,704,2015,35-39,Male,Primary or less,118.3939775
Viet Nam,704,2015,40-44,Male,Primary or less,120.640517
Viet Nam,704,2015,45-49,Male,Primary or less,124.630172
Viet Nam,704,2015,50-54,Male,Primary or less,126.5239203
Viet Nam,704,2015,55-59,Male,Primary or less,129.8985746
Viet Nam,704,2015,60-64,Male,Primary or less,139.0717422
Armenia,51,2015,15-19,Female,Primary or less,265.5816999
Armenia,51,2015,20-24,Female,Primary or less,239.6039063
Armenia,51,2015,25-29,Female,Primary or less,154.5500189
Armenia,51,2015,30-34,Female,Primary or less,240.5158768
Armenia,51,2015,35-39,Female,Primary or less,221.6065258
Armenia,51,2015,40-44,Female,Primary or less,250.8438586
Armenia,51,2015,45-49,Female,Primary or less,224.3324122
Armenia,51,2015,50-54,Female,Primary or less,312.1736352
Armenia,51,2015,55-59,Female,Primary or less,214.0660173
Armenia,51,2015,60-64,Female,Primary or less,228.7716386
Austria,40,2015,15-19,Female,Primary or less,253.9
Austria,40,2015,20-24,Female,Primary or less,225.3
Austria,40,2015,25-29,Female,Primary or less,242.72
Austria,40,2015,30-34,Female,Primary or less,185.75
Austria,40,2015,35-39,Female,Primary or less,190.16
Austria,40,2015,40-44,Female,Primary or less,143.19
Austria,40,2015,45-49,Female,Primary or less,186.76
Austria,40,2015,50-54,Female,Primary or less,199.21
Austria,40,2015,55-59,Female,Primary or less,192.84
Austria,40,2015,60-64,Female,Primary or less,231.68
Belgium,56,2015,15-19,Female,Primary or less,279.17
Belgium,56,2015,20-24,Female,Primary or less,225.59
Belgium,56,2015,25-29,Female,Primary or less,178.26
Belgium,56,2015,30-34,Female,Primary or less,178.14
Belgium,56,2015,35-39,Female,Primary or less,211.2
Belgium,56,2015,40-44,Female,Primary or less,193.04
Belgium,56,2015,45-49,Female,Primary or less,230.07
Belgium,56,2015,50-54,Female,Primary or less,203.04
Belgium,56,2015,55-59,Female,Primary or less,214.12
Belgium,56,2015,60-64,Female,Primary or less,219.5
Bolivia (Plurinational State of),68,2015,15-19,Female,Primary or less,44.98165574
Bolivia (Plurinational State of),68,2015,20-24,Female,Primary or less,66.54366322
Bolivia (Plurinational State of),68,2015,25-29,Female,Primary or less,67.0724412
Bolivia (Plurinational State of),68,2015,30-34,Female,Primary or less,131.2659009
Bolivia (Plurinational State of),68,2015,35-39,Female,Primary or less,89.86839989
Bolivia (Plurinational State of),68,2015,40-44,Female,Primary or less,74.81307661
Bolivia (Plurinational State of),68,2015,45-49,Female,Primary or less,92.2080196
Bolivia (Plurinational State of),68,2015,50-54,Female,Primary or less,89.93235016
Bolivia (Plurinational State of),68,2015,55-59,Female,Primary or less,109.3135353
Bolivia (Plurinational State of),68,2015,60-64,Female,Primary or less,105.7275142
Canada,124,2015,15-19,Female,Primary or less,222.86
Canada,124,2015,20-24,Female,Primary or less,195.73
Canada,124,2015,25-29,Female,Primary or less,209.2
Canada,124,2015,30-34,Female,Primary or less,221.83
Canada,124,2015,35-39,Female,Primary or less,193.32
Canada,124,2015,40-44,Female,Primary or less,176.94
Canada,124,2015,45-49,Female,Primary or less,198.54
Canada,124,2015,50-54,Female,Primary or less,178.58
Canada,124,2015,55-59,Female,Primary or less,200.78
Canada,124,2015,60-64,Female,Primary or less,194.28
Chile,152,2015,15-19,Female,Primary or less,141.48
Chile,152,2015,20-24,Female,Primary or less,148.14
Chile,152,2015,25-29,Female,Primary or less,177.67
Chile,152,2015,30-34,Female,Primary or less,174.93
Chile,152,2015,35-39,Female,Primary or less,155.37
Chile,152,2015,40-44,Female,Primary or less,167.26
Chile,152,2015,45-49,Female,Primary or less,150.65
Chile,152,2015,50-54,Female,Primary or less,159.28
